construct,success,seed,model,protein_length,pr_cp_sum,pr_cp_per_nt,pr_top20_mean,pr_rna_max_mean,pr_rna_max_min,pr_rna_coverage_05,pr_protein_coverage_05,pr_high_contacts_per_nt,pp_nonlocal4_per_res,pp_nonlocal4_high_per_res,pp_nonlocal12_per_res,pp_nonlocal12_high_per_res,pp_nonlocal24_per_res,pp_nonlocal24_high_per_res,rna01_cp_sum,rna01_cp_max,rna02_cp_sum,rna02_cp_max,rna03_cp_sum,rna03_cp_max,rna04_cp_sum,rna04_cp_max,rna05_cp_sum,rna05_cp_max,rna06_cp_sum,rna06_cp_max,rna07_cp_sum,rna07_cp_max,rna08_cp_sum,rna08_cp_max,rna09_cp_sum,rna09_cp_max,rna10_cp_sum,rna10_cp_max,rna11_cp_sum,rna11_cp_max,rna12_cp_sum,rna12_cp_max,rna13_cp_sum,rna13_cp_max,protein_bin01_pr_cp,protein_bin02_pr_cp,protein_bin03_pr_cp,protein_bin04_pr_cp,protein_bin05_pr_cp,protein_bin06_pr_cp,protein_bin07_pr_cp,protein_bin08_pr_cp,protein_bin09_pr_cp,protein_bin10_pr_cp,protein_bin11_pr_cp,protein_bin12_pr_cp,iptm,ptm,ranking_score,mean_plddt,interface_pae
puf12_r123_r5678_r56788,0,3,0,512,51.68000000000001,3.9753846153846157,0.9914999999999999,0.8438461538461539,0.1,0.7692307692307693,0.072265625,3.6153846153846154,2.3802343749999997,2.337890625,1.311015625,1.275390625,1.12599609375,1.087890625,4.569999999999999,0.99,6.3,0.99,4.620000000000001,0.99,4.75,1.0,4.27,1.0,4.73,0.99,4.370000000000001,1.0,4.38,0.99,4.720000000000001,0.98,5.69,0.97,1.56,0.5,1.23,0.47,0.49000000000000005,0.1,0.04162790697674419,0.22953488372093026,0.09651162790697675,0.10674418604651162,0.10465116279069768,0.11790697674418606,0.203953488372093,0.12627906976744185,0.12880952380952382,0.05,0.0,0.0,0.93,0.86,0.94,90.65792240018047,6.582647235576924
puf12_r123_r5678_r56788,0,3,1,512,51.68000000000001,3.9753846153846157,0.9914999999999999,0.8438461538461539,0.1,0.7692307692307693,0.072265625,3.6153846153846154,2.3802343749999997,2.337890625,1.311015625,1.275390625,1.12599609375,1.087890625,4.569999999999999,0.99,6.3,0.99,4.620000000000001,0.99,4.75,1.0,4.27,1.0,4.73,0.99,4.370000000000001,1.0,4.38,0.99,4.720000000000001,0.98,5.69,0.97,1.56,0.5,1.23,0.47,0.49000000000000005,0.1,0.04162790697674419,0.22953488372093026,0.09651162790697675,0.10674418604651162,0.10465116279069768,0.11790697674418606,0.203953488372093,0.12627906976744185,0.12880952380952382,0.05,0.0,0.0,0.93,0.86,0.93,90.34743740130837,6.815579927884615
puf12_r123_r5678_r56788,0,3,2,512,51.68000000000001,3.9753846153846157,0.9914999999999999,0.8438461538461539,0.1,0.7692307692307693,0.072265625,3.6153846153846154,2.3802343749999997,2.337890625,1.311015625,1.275390625,1.12599609375,1.087890625,4.569999999999999,0.99,6.3,0.99,4.620000000000001,0.99,4.75,1.0,4.27,1.0,4.73,0.99,4.370000000000001,1.0,4.38,0.99,4.720000000000001,0.98,5.69,0.97,1.56,0.5,1.23,0.47,0.49000000000000005,0.1,0.04162790697674419,0.22953488372093026,0.09651162790697675,0.10674418604651162,0.10465116279069768,0.11790697674418606,0.203953488372093,0.12627906976744185,0.12880952380952382,0.05,0.0,0.0,0.92,0.85,0.93,90.32235506429055,6.865685096153846
puf12_r123_r5678_r56788,0,3,3,512,51.68000000000001,3.9753846153846157,0.9914999999999999,0.8438461538461539,0.1,0.7692307692307693,0.072265625,3.6153846153846154,2.3802343749999997,2.337890625,1.311015625,1.275390625,1.12599609375,1.087890625,4.569999999999999,0.99,6.3,0.99,4.620000000000001,0.99,4.75,1.0,4.27,1.0,4.73,0.99,4.370000000000001,1.0,4.38,0.99,4.720000000000001,0.98,5.69,0.97,1.56,0.5,1.23,0.47,0.49000000000000005,0.1,0.04162790697674419,0.22953488372093026,0.09651162790697675,0.10674418604651162,0.10465116279069768,0.11790697674418606,0.203953488372093,0.12627906976744185,0.12880952380952382,0.05,0.0,0.0,0.92,0.85,0.93,90.19540040604558,6.947521033653847
puf12_r123_r5678_r56788,0,3,4,512,51.68000000000001,3.9753846153846157,0.9914999999999999,0.8438461538461539,0.1,0.7692307692307693,0.072265625,3.6153846153846154,2.3802343749999997,2.337890625,1.311015625,1.275390625,1.12599609375,1.087890625,4.569999999999999,0.99,6.3,0.99,4.620000000000001,0.99,4.75,1.0,4.27,1.0,4.73,0.99,4.370000000000001,1.0,4.38,0.99,4.720000000000001,0.98,5.69,0.97,1.56,0.5,1.23,0.47,0.49000000000000005,0.1,0.04162790697674419,0.22953488372093026,0.09651162790697675,0.10674418604651162,0.10465116279069768,0.11790697674418606,0.203953488372093,0.12627906976744185,0.12880952380952382,0.05,0.0,0.0,0.92,0.86,0.93,90.6114595082337,6.655423677884615
puf12_r123_r5678_r56788,0,4,0,512,51.53,3.963846153846154,0.9925,0.8453846153846155,0.1,0.7692307692307693,0.07421875,3.6923076923076925,2.37703125,2.333984375,1.3103125,1.2734375,1.1261328124999999,1.0859375,4.56,0.99,6.3,1.0,4.63,1.0,4.75,1.0,4.23,1.0,4.72,0.99,4.39,1.0,4.38,0.99,4.6899999999999995,0.98,5.6899999999999995,0.97,1.5,0.49,1.23,0.48,0.4600000000000001,0.1,0.041162790697674416,0.2272093023255814,0.09627906976744187,0.10767441860465116,0.10511627906976743,0.11627906976744189,0.203953488372093,0.12604651162790698,0.12880952380952382,0.05,0.0,0.0,0.93,0.86,0.93,90.3667787051658,6.693870192307693
puf12_r123_r5678_r56788,0,4,1,512,51.53,3.963846153846154,0.9925,0.8453846153846155,0.1,0.7692307692307693,0.07421875,3.6923076923076925,2.37703125,2.333984375,1.3103125,1.2734375,1.1261328124999999,1.0859375,4.56,0.99,6.3,1.0,4.63,1.0,4.75,1.0,4.23,1.0,4.72,0.99,4.39,1.0,4.38,0.99,4.6899999999999995,0.98,5.6899999999999995,0.97,1.5,0.49,1.23,0.48,0.4600000000000001,0.1,0.041162790697674416,0.2272093023255814,0.09627906976744187,0.10767441860465116,0.10511627906976743,0.11627906976744189,0.203953488372093,0.12604651162790698,0.12880952380952382,0.05,0.0,0.0,0.92,0.86,0.93,90.1078073539364,6.8748798076923086
puf12_r123_r5678_r56788,0,4,2,512,51.53,3.963846153846154,0.9925,0.8453846153846155,0.1,0.7692307692307693,0.07421875,3.6923076923076925,2.37703125,2.333984375,1.3103125,1.2734375,1.1261328124999999,1.0859375,4.56,0.99,6.3,1.0,4.63,1.0,4.75,1.0,4.23,1.0,4.72,0.99,4.39,1.0,4.38,0.99,4.6899999999999995,0.98,5.6899999999999995,0.97,1.5,0.49,1.23,0.48,0.4600000000000001,0.1,0.041162790697674416,0.2272093023255814,0.09627906976744187,0.10767441860465116,0.10511627906976743,0.11627906976744189,0.203953488372093,0.12604651162790698,0.12880952380952382,0.05,0.0,0.0,0.92,0.86,0.93,90.430755695917,6.77071814903846
puf12_r123_r5678_r56788,0,4,3,512,51.53,3.963846153846154,0.9925,0.8453846153846155,0.1,0.7692307692307693,0.07421875,3.6923076923076925,2.37703125,2.333984375,1.3103125,1.2734375,1.1261328124999999,1.0859375,4.56,0.99,6.3,1.0,4.63,1.0,4.75,1.0,4.23,1.0,4.72,0.99,4.39,1.0,4.38,0.99,4.6899999999999995,0.98,5.6899999999999995,0.97,1.5,0.49,1.23,0.48,0.4600000000000001,0.1,0.041162790697674416,0.2272093023255814,0.09627906976744187,0.10767441860465116,0.10511627906976743,0.11627906976744189,0.203953488372093,0.12604651162790698,0.12880952380952382,0.05,0.0,0.0,0.92,0.86,0.93,90.1171734716896,6.82958233173077
puf12_r123_r5678_r56788,0,4,4,512,51.53,3.963846153846154,0.9925,0.8453846153846155,0.1,0.7692307692307693,0.07421875,3.6923076923076925,2.37703125,2.333984375,1.3103125,1.2734375,1.1261328124999999,1.0859375,4.56,0.99,6.3,1.0,4.63,1.0,4.75,1.0,4.23,1.0,4.72,0.99,4.39,1.0,4.38,0.99,4.6899999999999995,0.98,5.6899999999999995,0.97,1.5,0.49,1.23,0.48,0.4600000000000001,0.1,0.041162790697674416,0.2272093023255814,0.09627906976744187,0.10767441860465116,0.10511627906976743,0.11627906976744189,0.203953488372093,0.12604651162790698,0.12880952380952382,0.05,0.0,0.0,0.92,0.85,0.92,89.95794044665013,7.023076923076923
puf12_r123_r5678_r5loop6788,0,1,0,519,51.19,3.9376923076923074,0.9914999999999999,0.8423076923076924,0.1,0.7692307692307693,0.0674373795761079,3.4615384615384617,2.3741040462427745,2.277456647398844,1.3052986512524085,1.233140655105973,1.1262620423892102,1.0558766859344895,4.56,0.99,6.26,0.99,4.5600000000000005,0.99,4.62,1.0,4.18,1.0,4.68,0.99,4.380000000000001,1.0,4.35,0.99,4.6899999999999995,0.98,5.709999999999999,0.97,1.53,0.49,1.2100000000000002,0.46,0.4600000000000001,0.1,0.041363636363636366,0.22136363636363637,0.09454545454545454,0.10627906976744186,0.1041860465116279,0.15813953488372093,0.1555813953488372,0.12651162790697673,0.12465116279069766,0.04953488372093023,0.0,0.0,0.93,0.85,0.93,89.27701828724354,7.2831332444049215
puf12_r123_r5678_r5loop6788,0,1,1,519,51.19,3.9376923076923074,0.9914999999999999,0.8423076923076924,0.1,0.7692307692307693,0.0674373795761079,3.4615384615384617,2.3741040462427745,2.277456647398844,1.3052986512524085,1.233140655105973,1.1262620423892102,1.0558766859344895,4.56,0.99,6.26,0.99,4.5600000000000005,0.99,4.62,1.0,4.18,1.0,4.68,0.99,4.380000000000001,1.0,4.35,0.99,4.6899999999999995,0.98,5.709999999999999,0.97,1.53,0.49,1.2100000000000002,0.46,0.4600000000000001,0.1,0.041363636363636366,0.22136363636363637,0.09454545454545454,0.10627906976744186,0.1041860465116279,0.15813953488372093,0.1555813953488372,0.12651162790697673,0.12465116279069766,0.04953488372093023,0.0,0.0,0.93,0.85,0.93,89.00346119536128,7.404061064176671
puf12_r123_r5678_r5loop6788,0,1,2,519,51.19,3.9376923076923074,0.9914999999999999,0.8423076923076924,0.1,0.7692307692307693,0.0674373795761079,3.4615384615384617,2.3741040462427745,2.277456647398844,1.3052986512524085,1.233140655105973,1.1262620423892102,1.0558766859344895,4.56,0.99,6.26,0.99,4.5600000000000005,0.99,4.62,1.0,4.18,1.0,4.68,0.99,4.380000000000001,1.0,4.35,0.99,4.6899999999999995,0.98,5.709999999999999,0.97,1.53,0.49,1.2100000000000002,0.46,0.4600000000000001,0.1,0.041363636363636366,0.22136363636363637,0.09454545454545454,0.10627906976744186,0.1041860465116279,0.15813953488372093,0.1555813953488372,0.12651162790697673,0.12465116279069766,0.04953488372093023,0.0,0.0,0.93,0.85,0.93,88.96666369313114,7.436638506002668
puf12_r123_r5678_r5loop6788,0,1,3,519,51.19,3.9376923076923074,0.9914999999999999,0.8423076923076924,0.1,0.7692307692307693,0.0674373795761079,3.4615384615384617,2.3741040462427745,2.277456647398844,1.3052986512524085,1.233140655105973,1.1262620423892102,1.0558766859344895,4.56,0.99,6.26,0.99,4.5600000000000005,0.99,4.62,1.0,4.18,1.0,4.68,0.99,4.380000000000001,1.0,4.35,0.99,4.6899999999999995,0.98,5.709999999999999,0.97,1.53,0.49,1.2100000000000002,0.46,0.4600000000000001,0.1,0.041363636363636366,0.22136363636363637,0.09454545454545454,0.10627906976744186,0.1041860465116279,0.15813953488372093,0.1555813953488372,0.12651162790697673,0.12465116279069766,0.04953488372093023,0.0,0.0,0.92,0.85,0.93,88.8900223015165,7.521742996887505
puf12_r123_r5678_r5loop6788,0,1,4,519,51.19,3.9376923076923074,0.9914999999999999,0.8423076923076924,0.1,0.7692307692307693,0.0674373795761079,3.4615384615384617,2.3741040462427745,2.277456647398844,1.3052986512524085,1.233140655105973,1.1262620423892102,1.0558766859344895,4.56,0.99,6.26,0.99,4.5600000000000005,0.99,4.62,1.0,4.18,1.0,4.68,0.99,4.380000000000001,1.0,4.35,0.99,4.6899999999999995,0.98,5.709999999999999,0.97,1.53,0.49,1.2100000000000002,0.46,0.4600000000000001,0.1,0.041363636363636366,0.22136363636363637,0.09454545454545454,0.10627906976744186,0.1041860465116279,0.15813953488372093,0.1555813953488372,0.12651162790697673,0.12465116279069766,0.04953488372093023,0.0,0.0,0.92,0.85,0.93,88.86586529884032,7.5517266933451905
puf12_r123_r5678_r5loop6788,0,2,0,519,51.14,3.933846153846154,0.9909999999999999,0.8423076923076922,0.1,0.8461538461538461,0.0674373795761079,3.5384615384615383,2.375529865125241,2.2947976878612715,1.3065895953757227,1.2447013487475915,1.127957610789981,1.069364161849711,4.54,0.99,6.24,0.99,4.52,0.99,4.64,1.0,4.17,0.99,4.67,0.99,4.390000000000001,1.0,4.33,0.99,4.74,0.98,5.6899999999999995,0.97,1.57,0.51,1.1800000000000002,0.45,0.46,0.1,0.04068181818181818,0.22318181818181818,0.09386363636363634,0.10651162790697674,0.10395348837209302,0.15790697674418602,0.15511627906976744,0.12604651162790698,0.12441860465116278,0.04930232558139535,0.0,0.0,0.92,0.84,0.93,88.6785727029438,7.632384763598637
puf12_r123_r5678_r5loop6788,0,2,1,519,51.14,3.933846153846154,0.9909999999999999,0.8423076923076922,0.1,0.8461538461538461,0.0674373795761079,3.5384615384615383,2.375529865125241,2.2947976878612715,1.3065895953757227,1.2447013487475915,1.127957610789981,1.069364161849711,4.54,0.99,6.24,0.99,4.52,0.99,4.64,1.0,4.17,0.99,4.67,0.99,4.390000000000001,1.0,4.33,0.99,4.74,0.98,5.6899999999999995,0.97,1.57,0.51,1.1800000000000002,0.45,0.46,0.1,0.04068181818181818,0.22318181818181818,0.09386363636363634,0.10651162790697674,0.10395348837209302,0.15790697674418602,0.15511627906976744,0.12604651162790698,0.12441860465116278,0.04930232558139535,0.0,0.0,0.92,0.85,0.93,88.87670606601249,7.483400029642804
puf12_r123_r5678_r5loop6788,0,2,2,519,51.14,3.933846153846154,0.9909999999999999,0.8423076923076922,0.1,0.8461538461538461,0.0674373795761079,3.5384615384615383,2.375529865125241,2.2947976878612715,1.3065895953757227,1.2447013487475915,1.127957610789981,1.069364161849711,4.54,0.99,6.24,0.99,4.52,0.99,4.64,1.0,4.17,0.99,4.67,0.99,4.390000000000001,1.0,4.33,0.99,4.74,0.98,5.6899999999999995,0.97,1.57,0.51,1.1800000000000002,0.45,0.46,0.1,0.04068181818181818,0.22318181818181818,0.09386363636363634,0.10651162790697674,0.10395348837209302,0.15790697674418602,0.15511627906976744,0.12604651162790698,0.12441860465116278,0.04930232558139535,0.0,0.0,0.92,0.84,0.93,88.67314005352364,7.536890469838447
puf12_r123_r5678_r5loop6788,0,2,3,519,51.14,3.933846153846154,0.9909999999999999,0.8423076923076922,0.1,0.8461538461538461,0.0674373795761079,3.5384615384615383,2.375529865125241,2.2947976878612715,1.3065895953757227,1.2447013487475915,1.127957610789981,1.069364161849711,4.54,0.99,6.24,0.99,4.52,0.99,4.64,1.0,4.17,0.99,4.67,0.99,4.390000000000001,1.0,4.33,0.99,4.74,0.98,5.6899999999999995,0.97,1.57,0.51,1.1800000000000002,0.45,0.46,0.1,0.04068181818181818,0.22318181818181818,0.09386363636363634,0.10651162790697674,0.10395348837209302,0.15790697674418602,0.15511627906976744,0.12604651162790698,0.12441860465116278,0.04930232558139535,0.0,0.0,0.92,0.84,0.92,88.62827832292596,7.682140210463909
puf12_r123_r5678_r5loop6788,0,2,4,519,51.14,3.933846153846154,0.9909999999999999,0.8423076923076922,0.1,0.8461538461538461,0.0674373795761079,3.5384615384615383,2.375529865125241,2.2947976878612715,1.3065895953757227,1.2447013487475915,1.127957610789981,1.069364161849711,4.54,0.99,6.24,0.99,4.52,0.99,4.64,1.0,4.17,0.99,4.67,0.99,4.390000000000001,1.0,4.33,0.99,4.74,0.98,5.6899999999999995,0.97,1.57,0.51,1.1800000000000002,0.45,0.46,0.1,0.04068181818181818,0.22318181818181818,0.09386363636363634,0.10651162790697674,0.10395348837209302,0.15790697674418602,0.15511627906976744,0.12604651162790698,0.12441860465116278,0.04930232558139535,0.0,0.0,0.92,0.84,0.92,88.89800847457627,7.505661775603973
puf12_r123_r5678_r5loop6788,0,3,0,519,51.14,3.933846153846154,0.9914999999999999,0.8446153846153847,0.1,0.8461538461538461,0.0674373795761079,3.5384615384615383,2.372138728323699,2.2870905587668595,1.3042967244701347,1.2389210019267822,1.1266088631984585,1.0635838150289016,4.51,0.99,6.17,0.99,4.529999999999999,0.99,4.58,1.0,4.21,1.0,4.73,0.99,4.3500000000000005,1.0,4.36,0.99,4.73,0.98,5.6899999999999995,0.97,1.6099999999999999,0.52,1.1900000000000002,0.46,0.4800000000000001,0.1,0.041590909090909095,0.22363636363636363,0.0943181818181818,0.1058139534883721,0.10465116279069768,0.15906976744186047,0.1541860465116279,0.12465116279069766,0.12372093023255815,0.04930232558139535,0.0,0.0,0.92,0.84,0.93,88.6208073148974,7.663494886616274
puf12_r123_r5678_r5loop6788,0,3,1,519,51.14,3.933846153846154,0.9914999999999999,0.8446153846153847,0.1,0.8461538461538461,0.0674373795761079,3.5384615384615383,2.372138728323699,2.2870905587668595,1.3042967244701347,1.2389210019267822,1.1266088631984585,1.0635838150289016,4.51,0.99,6.17,0.99,4.529999999999999,0.99,4.58,1.0,4.21,1.0,4.73,0.99,4.3500000000000005,1.0,4.36,0.99,4.73,0.98,5.6899999999999995,0.97,1.6099999999999999,0.52,1.1900000000000002,0.46,0.4800000000000001,0.1,0.041590909090909095,0.22363636363636363,0.0943181818181818,0.1058139534883721,0.10465116279069768,0.15906976744186047,0.1541860465116279,0.12465116279069766,0.12372093023255815,0.04930232558139535,0.0,0.0,0.93,0.84,0.93,88.68459634255129,7.641766711130873
puf12_r123_r5678_r5loop6788,0,3,2,519,51.14,3.933846153846154,0.9914999999999999,0.8446153846153847,0.1,0.8461538461538461,0.0674373795761079,3.5384615384615383,2.372138728323699,2.2870905587668595,1.3042967244701347,1.2389210019267822,1.1266088631984585,1.0635838150289016,4.51,0.99,6.17,0.99,4.529999999999999,0.99,4.58,1.0,4.21,1.0,4.73,0.99,4.3500000000000005,1.0,4.36,0.99,4.73,0.98,5.6899999999999995,0.97,1.6099999999999999,0.52,1.1900000000000002,0.46,0.4800000000000001,0.1,0.041590909090909095,0.22363636363636363,0.0943181818181818,0.1058139534883721,0.10465116279069768,0.15906976744186047,0.1541860465116279,0.12465116279069766,0.12372093023255815,0.04930232558139535,0.0,0.0,0.92,0.84,0.93,88.68973461195361,7.594234474581296
