construct,seed,model,plddt_protein_mean,plddt_protein_p10,plddt_core_mean,plddt_core_below70,pae_protein_mean,pae_contact_weighted,pae_RNA_symmetric,Rg_CA_A,Rg_core_CA_A,Rg_core_length_normalized,core_max_CA_distance_A,core_anisotropy,core_density_mean,core_density_sd,core_density_p10,core_high_density_mean
puf_12_r4loopr4,4,1,89.06883336940837,73.69885714285715,92.13692423908397,0.032407407407407406,8.912912,2.0199938,7.62466,35.1459,31.832157,4.2108665,92.75200271065923,15.538862438557219,2.955347,1.7051294,0.68000025,2.7962964
puf_12_r4loopr4,4,2,88.61263292679543,72.43925396825396,91.71554475225133,0.041666666666666664,9.126325,2.1283472,7.8655543,35.28441,31.911737,4.2213936,93.15202911556226,15.762631258137976,2.955347,1.7051294,0.68000025,2.7962964
puf_12_r4loopr4,4,3,88.88559436882561,72.758625,92.04441853471889,0.03935185185185185,8.82397,2.0232723,7.8707547,34.613182,31.475035,4.1636252,90.99127022740862,15.2856787420487,2.955347,1.7051294,0.68000025,2.7962964
puf_12_r4loopr4,4,4,88.90417392538019,72.68788888888889,91.94533366068089,0.041666666666666664,9.019399,2.0569837,8.292389,34.96981,31.681889,4.1909885,92.0264041954693,15.451936679445442,2.955347,1.7051294,0.68000025,2.7962964
puf_12_r4r4,2,0,89.59313636785566,75.68666666666665,92.52885480299021,0.018518518518518517,8.779716,2.0341008,7.5118833,34.28798,31.5155,4.1689777,87.70625883631709,15.430385945951398,2.9494212,1.7234409,0.56000024,2.8564816
puf_12_r4r4,2,1,88.60547904553752,70.86488888888888,91.74316481197557,0.034722222222222224,9.435136,2.2791395,8.115288,34.506413,31.577469,4.1771755,89.13094148975603,15.340889577680217,2.9494212,1.7234409,0.56000024,2.8564816
puf_12_r4r4,2,2,88.80068082102,72.13862222222224,91.8582103433475,0.034722222222222224,9.319714,2.2437634,7.917019,34.45582,31.465702,4.1623907,88.57969929893343,15.286474584085694,2.9494212,1.7234409,0.56000024,2.8564816
puf_12_r4r4,2,3,89.01793693900858,72.93999999999998,92.0437716800946,0.032407407407407406,9.19174,2.194193,7.774921,34.306217,31.489126,4.165489,88.10393476164553,15.198866319397606,2.9494212,1.7234409,0.56000024,2.8564816
puf_12_r4r4,2,4,88.66267181773178,71.06554285714287,91.8182301119662,0.037037037037037035,9.319637,2.2582006,7.847256,34.858597,31.849155,4.213115,90.50978872136268,15.876984619182748,2.9494212,1.7234409,0.56000024,2.8564816
puf_12_r4loopr4,1,0,89.40190324467198,76.116125,92.14647944725029,0.037037037037037035,8.826267,1.9561541,8.199608,34.651882,31.589079,4.1787114,92.03187790512816,15.234828491740634,2.9483795,1.7269596,0.59200007,2.7939816
puf_12_r4loopr4,1,1,89.17243469516593,75.18114285714286,92.04677741953263,0.041666666666666664,8.988957,2.028543,8.547559,34.823414,31.680038,4.190744,93.16426199889207,15.388324491526546,2.9483795,1.7269596,0.59200007,2.7939816
puf_12_r4loopr4,1,2,89.59836998487623,77.47244444444445,92.30896139804126,0.032407407407407406,8.8617735,1.9491012,8.710835,34.41233,31.41169,4.155246,91.11536512960481,14.893003471319078,2.9483795,1.7269596,0.59200007,2.7939816
puf_12_r4loopr4,1,3,89.15062681415806,74.420625,91.92654489003793,0.03935185185185185,9.057214,2.044609,8.415104,34.17391,31.249289,4.133763,91.35306095866895,14.49862732341978,2.9483795,1.7269596,0.59200007,2.7939816
puf_12_r4loopr4,1,4,89.26004440351315,74.69144444444444,92.02086211069023,0.041666666666666664,8.940613,2.042471,8.676636,34.631367,31.588129,4.1785855,92.31704646958687,15.191522610324746,2.9483795,1.7269596,0.59200007,2.7939816
puf_11_r8,3,0,91.04242468502552,80.38003787878787,94.5599858751658,0.0,7.5603485,1.5774431,6.4187136,33.8311,30.06611,4.094292,86.68468171266744,14.16623202896415,2.9176772,1.7789787,0.48,2.840909
puf_11_r8,3,1,90.88706037566543,79.56772727272727,94.45533307096944,0.0,7.6947904,1.6129227,6.6161036,33.933174,30.142517,4.104697,87.1848125924025,14.321781274379312,2.9176772,1.7789787,0.48,2.840909
puf_11_r8,3,2,90.85879006147916,79.7655681818182,94.47026622101244,0.0,7.649716,1.5963563,6.4736185,34.18683,30.315662,4.1282754,88.1029664491267,14.59089157834288,2.9176772,1.7789787,0.48,2.840909
puf_11_r8,3,3,90.45802387773291,78.86269841269842,94.18978509845935,0.0,7.9595222,1.6709917,6.9546704,33.92857,30.10331,4.099358,87.1926002458583,14.231637509149502,2.9176772,1.7789787,0.48,2.840909
puf_11_r8,3,4,90.74163937165775,79.51267045454546,94.33388565944436,0.0,7.8060184,1.6300504,6.8193765,33.480198,29.844027,4.0640497,85.74662079452033,13.79860773515962,2.9176772,1.7789787,0.48,2.840909
puf12_r123_r5678_r56788,2,0,90.73077206988975,80.368,94.01325029310966,0.0,7.8893704,1.566964,6.6041994,35.16583,31.697338,4.1930323,90.51451540798502,15.364393022776259,2.9218287,1.7464144,0.492,2.8379629
puf12_r123_r5678_r56788,2,1,90.86794040502683,80.88935064935065,94.07388179246165,0.0,7.868333,1.5639112,6.605672,35.07174,31.684975,4.1913967,90.56289533506758,15.427407756953537,2.9218287,1.7464144,0.492,2.8379629
puf12_r123_r5678_r56788,2,2,91.08492465742808,81.24475000000001,94.1788389057573,0.0,7.7128463,1.5272819,6.5411215,34.369,31.206795,4.1281414,87.1959514266988,14.656603608993393,2.9218287,1.7464144,0.492,2.8379629
puf12_r123_r5678_r56788,2,3,90.56594060583515,79.68872727272728,94.01983787027017,0.0,8.038925,1.5918626,6.8223853,34.836796,31.376987,4.1506553,88.54970389684522,14.887707734164174,2.9218287,1.7464144,0.492,2.8379629
puf12_r123_r5678_r56788,2,4,90.69320731801835,80.38549494949496,93.99240428841992,0.0,7.899565,1.5638471,6.7384768,34.802956,31.503027,4.167328,89.25689776726004,15.241151986862768,2.9218287,1.7464144,0.492,2.8379629
puf_12_loopr4r4,4,0,87.551214233683,68.2503,91.25206680562235,0.05787037037037037,9.757743,2.4643154,7.9039645,35.247677,31.920238,4.2225184,90.64799644888845,15.660881211371471,2.9448147,1.731642,0.64100003,2.8101852
puf_12_loopr4r4,4,1,87.68243238220113,68.748875,91.21388479871466,0.04861111111111111,9.814568,2.4664688,7.963987,35.187748,31.953909,4.226972,91.96404379994154,15.597853714424497,2.9448147,1.731642,0.64100003,2.8101852
puf_12_loopr4r4,4,2,87.53554610597736,68.6583888888889,91.0655876222543,0.05555555555555555,9.98793,2.5630217,8.065332,34.769432,31.643778,4.185947,90.53233218659871,15.213086119225103,2.9448147,1.731642,0.64100003,2.8101852
puf_12_loopr4r4,4,3,87.37184077172827,67.036125,90.99624621045108,0.05787037037037037,9.899175,2.521456,7.942315,35.22953,31.972595,4.229444,92.89586071151535,15.459556854945077,2.9448147,1.731642,0.64100003,2.8101852
puf_12_loopr4r4,4,4,87.65663880980131,68.08855555555556,91.2255687463257,0.05092592592592592,9.989867,2.520671,8.15321,35.034145,31.838667,4.2117276,91.26896067346372,15.429629302839295,2.9448147,1.731642,0.64100003,2.8101852
puf_12_loopr4loopr4,3,0,88.02336014660018,65.6825,91.2653433842392,0.06481481481481481,9.231334,2.2165766,8.175843,34.87012,31.622698,4.1831584,93.91865124819077,14.863652578867198,2.9549305,1.7251625,0.632,2.7569444
puf_12_loopr4loopr4,3,1,87.96608378101975,65.36485714285713,91.28627123500213,0.06018518518518518,9.294714,2.2431102,8.500767,34.955067,31.61021,4.1815066,94.95635664114353,14.859815439978275,2.9549305,1.7251625,0.632,2.7569444
puf_12_loopr4loopr4,3,2,87.59184973275721,65.25349999999999,90.9382522171116,0.07175925925925926,9.532553,2.317555,8.624127,35.228653,31.789236,4.2051888,94.06104555624508,15.25249120965853,2.9549305,1.7251625,0.632,2.7569444
puf_12_loopr4loopr4,3,3,87.95541421192134,66.79271428571428,91.25378796563518,0.06481481481481481,9.361431,2.2188833,8.669442,35.242207,31.81905,4.2091327,95.05641869609686,15.345621798737344,2.9549305,1.7251625,0.632,2.7569444
puf_12_loopr4loopr4,3,4,87.74131356736243,65.894,91.10551342124954,0.06481481481481481,9.597686,2.299219,9.224428,36.05697,32.370556,4.282088,98.24174389926984,16.3107720498039,2.9549305,1.7251625,0.632,2.7569444
puf_12_r4loopr4,2,0,87.28721429750804,65.74514285714287,90.7459577579699,0.06018518518518518,10.078604,2.5788338,7.900155,34.55809,31.429554,4.157609,91.30729352309446,14.861145721126897,2.9488423,1.7170763,0.6850001,2.8125
puf_12_r4loopr4,2,1,86.94547856449107,64.05,90.49171080013093,0.06481481481481481,10.219117,2.6406221,8.041886,34.43252,31.380379,4.151104,90.01457787292358,14.98639546840804,2.9488423,1.7170763,0.6850001,2.8125
puf_12_r4loopr4,2,2,87.18798397366523,66.00328571428571,90.62816774140211,0.06018518518518518,10.279313,2.6178968,8.063091,34.705788,31.513134,4.168665,90.663252271654,15.168927753691664,2.9488423,1.7170763,0.6850001,2.8125
puf_12_r4loopr4,2,3,86.71108833180708,63.00569841269842,90.28955221276922,0.0787037037037037,10.498231,2.7376761,8.396819,34.947777,31.686802,4.1916385,92.72705028267727,15.29718267730139,2.9488423,1.7170763,0.6850001,2.8125
puf_12_r4loopr4,2,4,86.51491501207126,61.681714285714285,90.10695374462213,0.09490740740740741,10.553708,2.7788868,8.323979,34.93473,31.698238,4.1931515,92.849770788071,15.245130772554226,2.9488423,1.7170763,0.6850001,2.8125
puf_12_r4r4,1,0,88.68081689211806,71.96155555555555,91.77355851170434,0.037037037037037035,9.358051,2.2327845,7.655158,34.65732,31.683813,4.191243,88.7709138853686,15.569221716150441,2.9354167,1.720458,0.58100003,2.8564816
puf_12_r4r4,1,1,88.48951697003451,70.86874285714286,91.66233195296216,0.03935185185185185,9.559787,2.3381763,8.033244,34.440716,31.563591,4.1753397,88.222229513478,15.233502901673932,2.9354167,1.720458,0.58100003,2.8564816
puf_12_r4r4,1,2,88.47454963868705,70.71666666666667,91.59684513705173,0.041666666666666664,9.52401,2.307269,7.7567773,34.422558,31.60568,4.1809072,88.48692884583235,15.400354674125785,2.9354167,1.720458,0.58100003,2.8564816
puf_12_r4r4,1,3,88.38412394622922,70.2244888888889,91.51844589579659,0.046296296296296294,9.596289,2.3441186,7.9363694,34.437134,31.580555,4.1775837,88.43139264319935,15.336674596179881,2.9354167,1.720458,0.58100003,2.8564816
puf_12_r4r4,1,4,88.58595716353173,71.39495238095238,91.66082991205039,0.03935185185185185,9.524481,2.2916653,8.090704,34.182796,31.379446,4.1509805,87.1794470072736,14.995880106317006,2.9354167,1.720458,0.58100003,2.8564816
puf_11_r8,4,0,91.04844370172312,81.03083333333333,94.60224183210168,0.0,7.5993953,1.5544665,6.633331,33.710346,29.99959,4.0852337,86.46545217516865,14.091723376570611,2.9193435,1.7780087,0.45499998,2.8459597
puf_11_r8,4,1,91.03051825502929,81.21000000000001,94.55687625624935,0.0,7.524864,1.5258837,6.5504036,33.677536,29.90701,4.0726266,86.44229355579247,13.951032168496042,2.9193435,1.7780087,0.45499998,2.8459597
puf_11_r8,4,2,91.12983255347592,80.95875000000001,94.63654353509845,0.0,7.554295,1.5498713,6.5627184,33.74525,29.974598,4.0818305,86.17343914414876,13.962006900800574,2.9193435,1.7780087,0.45499998,2.8459597
puf_11_r8,4,3,90.79793531655088,79.48435064935066,94.49939341922108,0.0,7.687109,1.5899862,6.691322,33.854477,30.100914,4.099032,87.10185740910049,14.224590938775899,2.9193435,1.7780087,0.45499998,2.8459597
puf_11_r8,4,4,91.060762016928,80.60571428571428,94.6215509915169,0.0,7.599367,1.5707927,6.708436,33.951134,30.125515,4.1023817,86.89294614726391,14.236441528868156,2.9193435,1.7780087,0.45499998,2.8459597
puf_12_loopr4loopr4,4,0,87.76682649413627,63.309083333333334,91.14467256643819,0.06481481481481481,9.294708,2.3111537,7.356743,35.481342,32.000896,4.233188,94.46365117152796,15.579766348931159,2.9465973,1.719123,0.6330001,2.7245371
puf_12_loopr4loopr4,4,1,87.98316332681657,63.931000000000004,91.26343454468628,0.06018518518518518,9.311704,2.2733066,7.6206393,34.796047,31.542135,4.1725016,93.63774626107555,14.757900402648602,2.9465973,1.719123,0.6330001,2.7245371
puf_12_loopr4loopr4,4,2,87.7807343118088,65.43207142857142,91.1653462510355,0.0625,9.446184,2.2895293,7.5283976,34.923138,31.642666,4.1858,94.40711124460967,15.301602734126687,2.9465973,1.719123,0.6330001,2.7245371
puf_12_loopr4loopr4,4,3,87.66432479374937,62.65149999999999,91.03535709442306,0.06712962962962964,9.545952,2.3552005,7.9441686,35.251633,31.878706,4.2170243,93.7980032824858,15.673694452301067,2.9465973,1.719123,0.6330001,2.7245371
puf_12_loopr4loopr4,4,4,87.95479065800319,64.928,91.21528127087676,0.06018518518518518,9.289098,2.250733,7.9654503,35.010387,31.754637,4.200612,96.49363811320433,15.036378129885547,2.9465973,1.719123,0.6330001,2.7245371
puf_12_r4loopr4,3,0,86.9512216006216,67.18928282828283,90.3071509172412,0.06481481481481481,10.32574,2.6170926,7.971827,34.97815,31.63865,4.185269,92.09261243577372,15.252144970692294,2.9436803,1.7175624,0.60400003,2.7916667
puf_12_r4loopr4,3,1,87.04464428210679,68.26163636363637,90.3430182437804,0.06018518518518518,10.219472,2.58249,8.050156,34.563084,31.506865,4.1678357,90.81301395435713,15.014686046526062,2.9436803,1.7175624,0.60400003,2.7916667
puf_12_r4loopr4,3,2,87.5111151959152,70.8267380952381,90.63928664789428,0.05324074074074074,9.897549,2.4613295,7.837389,34.176334,31.265682,4.1359315,89.87843695842514,14.561184164723745,2.9436803,1.7175624,0.60400003,2.7916667
puf_12_r4loopr4,3,3,86.87212274808525,66.92828571428572,90.19406986448482,0.06481481481481481,10.294241,2.6276665,8.265038,35.31243,31.939352,4.2250466,94.41877994724003,15.684236582154336,2.9436803,1.7175624,0.60400003,2.7916667
puf_12_r4loopr4,3,4,86.63586835941837,66.58985714285714,90.04141434183101,0.06944444444444445,10.480573,2.6887543,8.388313,34.985744,31.769846,4.202624,92.56075004650236,15.415367605157282,2.9436803,1.7175624,0.60400003,2.7916667
puf_11_loopr8,1,0,90.09861945168933,78.69963636363637,94.0536226788083,0.0,8.001923,1.6749357,6.738963,34.013096,30.103365,4.0993657,86.72349851236082,14.330858660083935,2.9398232,1.7749157,0.49999997,2.868687
puf_11_loopr8,1,1,90.36550141461943,79.27168181818182,94.19965463618873,0.0,7.867655,1.668213,6.715185,33.922253,30.123196,4.102066,87.00689811784744,14.290803682145869,2.9398232,1.7749157,0.49999997,2.868687
puf_11_loopr8,1,2,90.1927562313463,78.84654545454545,94.17436025751746,0.0,7.993012,1.6801951,6.879655,34.111515,30.164309,4.1076646,87.51256973101826,14.427705581230272,2.9398232,1.7749157,0.49999997,2.868687
puf_11_loopr8,1,3,90.24371678034413,78.85390909090908,94.1457224080633,0.0,7.931488,1.6955464,6.777098,33.467484,30.114054,4.100821,87.23264674523466,14.251775222763355,2.9398232,1.7749157,0.49999997,2.868687
puf_11_loopr8,1,4,90.20089033935929,79.04377777777779,94.10119597398952,0.0,8.025317,1.6959212,6.9574933,33.614563,30.107843,4.0999756,86.96129532335308,14.324970561848389,2.9398232,1.7749157,0.49999997,2.868687
puf12_r123_r5678_r56788,3,0,90.9615765819467,80.65042424242424,94.38498254369087,0.0,7.804806,1.5597014,6.3458457,34.849995,31.613258,4.18191,88.58190313012553,15.1873882790488,2.9201157,1.7477434,0.52,2.8541667
puf12_r123_r5678_r56788,3,1,90.69703186581215,80.27585714285713,94.06355653008256,0.0,8.022755,1.5952513,6.6969805,35.166153,31.689566,4.192004,90.19707810686508,15.357208283410847,2.9201157,1.7477434,0.52,2.8541667
puf12_r123_r5678_r56788,3,2,90.72344220102813,80.20225974025975,94.00658488238871,0.0,8.074085,1.6094809,6.873753,35.217083,31.735678,4.198104,90.10185619045554,15.449889785567272,2.9201157,1.7477434,0.52,2.8541667
puf12_r123_r5678_r56788,3,3,90.5761748786695,79.91766666666665,93.83203881907701,0.0,8.148805,1.6329004,6.912147,35.550312,31.97816,4.2301803,91.27926232715153,15.888395404101574,2.9201157,1.7477434,0.52,2.8541667
puf12_r123_r5678_r56788,3,4,91.03813696958423,80.935775,94.2169338248557,0.0,7.8182344,1.5480129,6.733879,34.76878,31.447361,4.1599646,88.7040464126373,14.947221023533581,2.9201157,1.7477434,0.52,2.8541667
puf_12_loopr4r4,3,0,89.40427388653015,74.460625,92.3877451649431,0.020833333333333332,8.854708,1.993999,7.336797,34.497704,31.513618,4.1687293,89.42272339764172,14.892030534762382,2.9536574,1.7293572,0.60500014,2.8263888
puf_12_loopr4r4,3,1,88.95415422355423,73.31466666666667,92.12550947971782,0.03009259259259259,8.950029,2.1125317,7.7672186,34.47364,31.522863,4.169952,88.06261641272867,15.029352125944468,2.9536574,1.7293572,0.60500014,2.8263888
puf_12_loopr4r4,3,2,89.24344585414586,73.57668055555555,92.2464932426113,0.027777777777777776,8.873141,2.0063818,8.034076,35.221725,31.909836,4.2211423,92.32159450709459,15.580907278541217,2.9536574,1.7293572,0.60500014,2.8263888
puf_12_loopr4r4,3,3,89.20706985930735,74.13250000000001,92.17065143080943,0.03009259259259259,9.054445,2.0485823,8.246132,34.89716,31.793476,4.2057495,90.95631966772298,15.500268956664591,2.9536574,1.7293572,0.60500014,2.8263888
puf_12_loopr4r4,3,4,89.28762505272505,74.08354545454546,92.26296590241034,0.02546296296296296,9.172637,2.0679402,8.317477,35.677303,32.24036,4.264865,93.78587441865916,16.213594576955327,2.9536574,1.7293572,0.60500014,2.8263888
puf_12_loopr4loopr4,2,0,87.59602681326686,62.94299999999999,91.15856578934184,0.05555555555555555,9.369067,2.280741,7.6032987,35.493126,32.04391,4.2388783,94.77288862548173,15.830368583450074,2.942801,1.7062229,0.641,2.7129629
puf_12_loopr4loopr4,2,1,87.17908276174593,61.676138888888886,90.83191192430253,0.06712962962962964,9.781865,2.393977,8.008116,35.167652,31.704649,4.1939993,94.6524134072575,15.114254216331442,2.942801,1.7062229,0.641,2.7129629
puf_12_loopr4loopr4,2,2,87.09532025390801,60.7325,90.69510031532253,0.06712962962962964,9.780349,2.4530194,7.9918776,34.8108,31.580193,4.177536,95.11349716986844,14.830306807544039,2.942801,1.7062229,0.641,2.7129629
puf_12_loopr4loopr4,2,3,86.9367924083612,59.7095,90.69334339676527,0.06944444444444445,9.869269,2.4846988,8.647256,35.25518,31.748175,4.199757,93.49899009152477,15.170975636286046,2.942801,1.7062229,0.641,2.7129629
puf_12_loopr4loopr4,2,4,87.2339502602605,61.278666666666666,90.81176386801215,0.06944444444444445,9.750019,2.404499,8.449482,34.450577,31.355513,4.1478143,91.02509074607947,14.44034518732406,2.942801,1.7062229,0.641,2.7129629
puf_11_loopr8,4,0,91.27054795365663,81.37111111111112,94.80258808958997,0.0,7.5743427,1.574641,6.5341296,33.726818,30.008776,4.086485,86.83971221860497,14.102625035244746,2.9373991,1.779031,0.45999998,2.8560605
puf_11_loopr8,4,1,91.07155020853313,81.20497142857144,94.58501601512964,0.0,7.6378293,1.5850464,6.511228,34.100357,30.131552,4.103204,87.00844060501447,14.238847010359553,2.9373991,1.779031,0.45999998,2.8560605
