construct,seed,design_id,length,repeat_count,loop_count,iptm,ptm,plddt_p10,pp_nonlocal12_high_per_res,plddt_protein_mean,pae_contact_weighted,Rg_full_length_normalized,pp_nonlocal4_per_res,pp_nonlocal4_high_per_res,pp_nonlocal12_per_res,pp_nonlocal24_per_res,pp_nonlocal24_high_per_res,pr_cp_sum,pr_cp_per_nt,pr_top20_mean,pr_rna_max_mean,pr_rna_max_min,pr_rna_coverage_05,pr_protein_coverage_05,pr_high_contacts_per_nt,XGB_score,RF_score,LR_score,formula4_score
13_130_r12345665432loop8,2,13.0,513.0,12.0,1.0,0.922,0.8379999999999999,62.309157142857146,1.239766081871345,87.12271791178281,2.2624807834625242,4.334913635253907,2.346393585205078,2.265107212475633,1.302651047706604,1.1236063241958618,1.0721247563352827,53.94000244140625,4.14923095703125,0.9934999346733091,0.8361539244651794,0.0799999982118606,0.7692307692307693,0.0779727095516569,4.076923076923077,0.24427862,0.04346850614087992,0.16257231174816195,0.2676368275144046
13_130_r12345665432loop8,3,13.0,513.0,12.0,1.0,0.9259999999999999,0.834,62.00478571428572,1.2475633528265109,87.00698911673122,2.2718340396881103,4.378276538848877,2.344580888748169,2.270955165692008,1.301754355430603,1.1235086917877195,1.0799220272904484,54.05000305175781,4.1576924324035645,0.9934999346733091,0.8400000333786011,0.0900000035762786,0.7692307692307693,0.0779727095516569,4.076923076923077,0.24427862,0.04346850614087992,0.17804505190707584,0.2297259495877536
13_130_r12345665432loop8,4,13.0,513.0,12.0,1.0,0.9259999999999999,0.8299999999999998,62.29946428571429,1.239766081871345,87.20658024606972,2.2628844738006593,4.320761489868164,2.3434500694274902,2.255360623781677,1.3047175407409668,1.126510739326477,1.0760233918128654,54.18000030517578,4.167692184448242,0.9934999346733091,0.8400000333786011,0.0900000035762786,0.7692307692307693,0.0760233918128654,4.076923076923077,0.24427862,0.04346850614087992,0.16493023078451302,0.28610270779688335
14_130_r123456734loop568,1,14.0,513.0,12.0,1.0,0.922,0.86,75.16577555555556,1.284600389863548,89.99706723683508,1.6826696872711182,4.250214576721191,2.3851656913757324,2.3216374269005846,1.329785704612732,1.1353607177734375,1.0955165692007798,53.380001068115234,4.106153964996338,0.9954999685287476,0.8369230628013611,0.0799999982118606,0.7692307692307693,0.074074074074074,3.846153846153846,0.24427862,0.04608755375992754,0.43169727555949505,0.6245731378003191
14_130_r123456734loop568,2,14.0,513.0,12.0,1.0,0.9200000000000002,0.86,74.95878920634921,1.2787524366471734,89.84153352390517,1.6961956739425659,4.256615447998047,2.3856725692749023,2.317738791423002,1.3283236026763916,1.133781671524048,1.087719298245614,53.23000335693361,4.094615459442139,0.9940000772476196,0.8392307758331299,0.0799999982118606,0.7692307692307693,0.074074074074074,3.846153846153846,0.24427862,0.04608755375992754,0.39792697084489503,0.5976466210687489
14_130_r123456734loop568,3,14.0,513.0,12.0,1.0,0.9259999999999999,0.86,71.96768611832613,1.280701754385965,89.62455866504084,1.775212025642395,4.286680507659912,2.383080005645752,2.323586744639376,1.327056646347046,1.1325926780700684,1.0896686159844056,53.42000198364258,4.109230995178223,0.9954999685287476,0.8400000333786011,0.0799999982118606,0.7692307692307693,0.074074074074074,3.846153846153846,0.24427862,0.04608755375992754,0.4007457047335083,0.5430686173301027
14_130_r123456734loop568,4,14.0,513.0,12.0,1.0,0.9200000000000002,0.86,73.77753777777778,1.284600389863548,89.94148012202223,1.7214253664016723,4.285723876953125,2.384405374526977,2.325536062378168,1.329493284225464,1.1351268291473389,1.0935672514619883,53.400001525878906,4.107692241668701,0.9954999685287476,0.8392308354377747,0.0900000035762786,0.7692307692307693,0.074074074074074,3.846153846153846,0.24427862,0.04608755375992754,0.4275360876629071,0.568869294914535
15_130_r12345673456loop8,1,15.0,513.0,12.0,1.0,0.9259999999999999,0.866,75.72087215007215,1.2729044834307992,90.12111692165318,1.66025390625,4.332090187072754,2.366666793823242,2.309941520467836,1.3139960765838623,1.124424934387207,1.0857699805068226,53.44000244140625,4.110769271850586,0.9954999685287476,0.8392308354377747,0.0900000035762786,0.7692307692307693,0.074074074074074,3.846153846153846,0.24427862,0.04608755375992754,0.30311456269790543,0.4898821803821106
15_130_r12345673456loop8,2,15.0,513.0,12.0,1.0,0.922,0.8619999999999999,75.82340793650795,1.2709551656920075,89.99869305770036,1.6589763879776,4.323231887817383,2.366861581802368,2.3079922027290447,1.3154776096343994,1.1257895231246948,1.08187134502924,53.34000396728517,4.103077411651611,0.9954999685287476,0.8400000333786011,0.0900000035762786,0.7692307692307693,0.074074074074074,3.846153846153846,0.24427862,0.04608755375992754,0.2976080290167245,0.4949036301830051
15_130_r12345673456loop8,3,15.0,513.0,12.0,1.0,0.9259999999999999,0.8640000000000001,76.02786724386723,1.2690058479532165,90.04477496448753,1.6361064672470094,4.353647899627686,2.365243911743164,2.306042884990253,1.313879132270813,1.124288558959961,1.08187134502924,53.55000305175781,4.119231224060059,0.9959999918937685,0.8400000929832458,0.0900000035762786,0.7692307692307693,0.074074074074074,3.846153846153846,0.24427862,0.04608755375992754,0.28465942282402956,0.45096471376525205
15_130_r12345673456loop8,4,15.0,513.0,12.0,1.0,0.9280000000000002,0.8699999999999999,77.26770683982684,1.2729044834307992,90.43702213713296,1.5698914289474488,4.345845508575439,2.368713617324829,2.311890838206628,1.3164328336715698,1.126471757888794,1.0838206627680311,53.540000915527344,4.118461608886719,0.9965000152587893,0.8400000929832458,0.0900000035762786,0.7692307692307693,0.074074074074074,3.846153846153846,0.24427862,0.04608755375992754,0.3114545009118687,0.4907120813887942
16_130_r12365673156loop8,1,16.0,513.0,12.0,1.0,0.922,0.8299999999999998,66.50738333333334,1.230019493177388,87.35313901631181,2.204367446899414,4.315124893188477,2.349727153778076,2.270955165692008,1.288440465927124,1.1057310104370115,1.0584795321637428,52.70000076293945,4.05384635925293,0.9925000071525574,0.8400000929832458,0.10000000149011609,0.7692307692307693,0.074074074074074,3.6923076923076925,0.24427862,0.016511533575178705,0.12425325990661353,0.2851572675298666
16_130_r12365673156loop8,2,16.0,513.0,12.0,1.0,0.9200000000000002,0.828,64.09884666666667,1.2202729044834308,86.87647867831757,2.29028697013855,4.336385250091553,2.346627712249756,2.257309941520468,1.2866276502609253,1.1046392917633057,1.050682261208577,52.769996643066406,4.059230327606201,0.9925000071525574,0.8415385484695435,0.10000000149011609,0.7692307692307693,0.074074074074074,3.769230769230769,0.24427862,0.019567089130734263,0.10029700789969913,0.22668179551011114
16_130_r12365673156loop8,3,16.0,513.0,12.0,1.0,0.924,0.834,65.5644126984127,1.2085769980506822,86.94985114258711,2.247939872741699,4.366193389892578,2.34192967414856,2.2417153996101367,1.2853801250457764,1.103801131248474,1.0428849902534114,52.87000274658203,4.066923141479492,0.9925000071525574,0.8430770039558411,0.10000000149011609,0.7692307692307693,0.074074074074074,3.769230769230769,0.24427862,0.044547478754079356,0.07935279950529499,0.18677275510906804
16_130_r12365673156loop8,4,16.0,513.0,12.0,1.0,0.9200000000000002,0.8299999999999998,66.21670507936508,1.2144249512670566,86.99329444697602,2.274908256530762,4.345011520385742,2.3446590900421143,2.2514619883040936,1.2847563028335571,1.1024562120437622,1.04093567251462,52.72999954223633,4.056153774261475,0.9925000071525574,0.8400000929832458,0.10000000149011609,0.7692307692307693,0.074074074074074,3.769230769230769,0.24427862,0.016511533575178705,0.08435243958817872,0.21321671397197067
1_130_r123_r567_r567_r67_no_loop_8,1,1.0,505.0,12.0,0.0,0.93,0.8699999999999999,80.88782818181818,1.3227722772277228,91.70759844055834,1.4083177089691161,4.304114818572998,2.4099009037017822,2.366336633663366,1.3565346002578735,1.1573067903518677,1.1247524752475249,50.88999938964844,3.9146153926849374,0.9934999346733091,0.8438462615013123,0.0900000035762786,0.8461538461538461,0.0732673267326732,3.6923076923076925,0.3806996,0.6358820971799524,0.7456342000347198,0.7048345804199454
1_130_r123_r567_r567_r67_no_loop_8,2,1.0,505.0,12.0,0.0,0.9200000000000002,0.86,80.3028590909091,1.3425742574257429,91.61443077793493,1.4808475732803346,4.302477073669434,2.413386106491089,2.388118811881188,1.3621783256530762,1.1560397148132324,1.1366336633663363,50.91999816894531,3.9169230461120614,0.9934999346733091,0.8446153998374939,0.0900000035762786,0.8461538461538461,0.0732673267326732,3.6923076923076925,0.75572133,0.7733252344348542,0.810270458278112,0.7317785964856305
1_130_r123_r567_r567_r67_no_loop_8,3,1.0,505.0,12.0,0.0,0.922,0.86,80.27992878787879,1.3346534653465347,91.71961037275155,1.4597302198410034,4.350013351440429,2.410356283187866,2.38019801980198,1.3597030639648438,1.1546534299850464,1.1287128712871286,50.84000015258789,3.91076922416687,0.9934999346733091,0.8423078060150146,0.10000000149011609,0.7692307692307693,0.0712871287128712,3.5384615384615388,0.75572133,0.7482036432335271,0.7788065106870536,0.6643969907595302
1_130_r123_r567_r567_r67_no_loop_8,4,1.0,505.0,12.0,0.0,0.9200000000000002,0.86,80.35780454545456,1.3306930693069308,91.36096514494308,1.521903109550476,4.293946743011475,2.41243577003479,2.38019801980198,1.3572276830673218,1.1503959894180298,1.120792079207921,50.80000305175781,3.9076924324035653,0.9930000305175779,0.8446155190467834,0.10000000149011609,0.7692307692307693,0.0712871287128712,3.5384615384615388,0.75572133,0.755562263571654,0.7542696972317724,0.710831230028092
2_130_r123_r567_r5loop67_r678,1,2.0,512.0,12.0,1.0,0.9259999999999999,0.852,76.67172789321789,1.296875,89.9321876175257,1.8346654653549195,4.259694290161133,2.4292187690734863,2.33203125,1.3644139766693115,1.1600195169448853,1.095703125,51.019996643066406,3.9246151447296143,0.9919999837875366,0.8423077464103699,0.0900000035762786,0.7692307692307693,0.072265625,3.615384615384616,0.24427862,0.24678675541967593,0.6721205919657541,0.617181594040174
2_130_r123_r567_r5loop67_r678,2,2.0,512.0,12.0,1.0,0.9280000000000002,0.858,77.14284311688311,1.279296875,89.90836935820256,1.8389156103134154,4.260440063476563,2.4215822219848637,2.30859375,1.361757755279541,1.156581997871399,1.08203125,51.01000213623047,3.9238462448120126,0.9930000305175779,0.8400000929832458,0.0900000035762786,0.7692307692307693,0.072265625,3.615384615384616,0.24427862,0.23306520577566417,0.5722195105650801,0.5785406800717626
2_130_r123_r567_r5loop67_r678,3,2.0,512.0,12.0,1.0,0.9259999999999999,0.86,76.60807348484848,1.30859375,89.98215742455244,1.7506298542022705,4.263806438446045,2.4210546016693115,2.35546875,1.3566601276397705,1.1563477516174316,1.10546875,51.11000061035156,3.9315385818481454,0.9930000305175779,0.8400000929832458,0.0900000035762786,0.7692307692307693,0.0703125,3.5384615384615388,0.24427862,0.360912564963139,0.7013198924181535,0.6460933782799171
2_130_r123_r567_r5loop67_r678,4,2.0,512.0,12.0,1.0,0.922,0.86,76.92533304473304,1.306640625,90.14983998917748,1.751960277557373,4.274812698364258,2.417793035507202,2.3515625,1.3568555116653442,1.1588866710662842,1.107421875,51.119998931884766,3.932307720184326,0.9925000071525574,0.8376923203468323,0.0900000035762786,0.7692307692307693,0.072265625,3.615384615384616,0.24427862,0.2811802709868223,0.694424783259645,0.6321139220210997
3_130_r123_r567_r56loop7_r678,1,3.0,512.0,12.0,1.0,0.93,0.86,79.10122171717171,1.306640625,90.46496978898922,1.5702299118041991,4.2704644203186035,2.4131641387939453,2.3359375,1.3444335460662842,1.1523631811141968,1.1171875,50.7400016784668,3.9030771255493173,0.9930000305175779,0.8392308950424194,0.0900000035762786,0.7692307692307693,0.072265625,3.615384615384616,0.24427862,0.4507305200734262,0.658058555797156,0.6668838606031493
3_130_r123_r567_r56loop7_r678,2,3.0,512.0,12.0,1.0,0.924,0.86,79.26017691197691,1.310546875,90.8043165058791,1.5270756483078003,4.273908901214599,2.406132936477661,2.3515625,1.342597723007202,1.1466015577316284,1.1171875,50.88999938964844,3.9146153926849374,0.9930000305175779,0.840769350528717,0.10000000149011609,0.7692307692307693,0.072265625,3.615384615384616,0.24427862,0.4634381857368793,0.652096174304654,0.6836892186015207
3_130_r123_r567_r56loop7_r678,3,3.0,512.0,12.0,1.0,0.9280000000000002,0.8619999999999999,78.52856125541125,1.30859375,90.85410840111493,1.5428797006607056,4.290057277679443,2.4035158157348637,2.33984375,1.3427734375,1.1465039253234863,1.115234375,50.900001525878906,3.9153847694396964,0.9925000071525574,0.840769350528717,0.0900000035762786,0.7692307692307693,0.072265625,3.615384615384616,0.24427862,0.35808189924270817,0.631561915866085,0.6589705615563386
3_130_r123_r567_r56loop7_r678,4,3.0,512.0,12.0,1.0,0.922,0.86,79.52053268398268,1.306640625,91.0248313503337,1.537256121635437,4.307247734069824,2.407089710235596,2.3359375,1.3446484804153442,1.1478320360183716,1.11328125,51.01000213623047,3.9238462448120126,0.9930000305175779,0.8430770039558411,0.0900000035762786,0.7692307692307693,0.072265625,3.615384615384616,0.24427862,0.28627095631260546,0.6312921051261667,0.6378374142627474
4_130_r123_r567_r567_rloop678,1,4.0,512.0,12.0,1.0,0.922,0.86,78.40628134199135,1.3203125,90.25066465957002,1.790317702293396,4.276021099090576,2.421679735183716,2.373046875,1.3542578220367432,1.154355525970459,1.119140625,50.91999816894531,3.9169230461120614,0.9925000071525574,0.8430770039558411,0.0900000035762786,0.7692307692307693,0.072265625,3.615384615384616,0.35295653,0.7453236081094692,0.7438519810053089,0.6560715839205161
4_130_r123_r567_r567_rloop678,2,4.0,512.0,12.0,1.0,0.8960000000000001,0.8400000000000001,79.99615105339106,1.322265625,90.39699384765625,1.7383250713348388,4.211488056182861,2.418710947036743,2.369140625,1.3524609804153442,1.151894450187683,1.123046875,45.5,3.5,0.9494999051094057,0.7507691979408264,0.1599999964237213,0.7692307692307693,0.0625,3.076923076923077,0.3806996,0.6593891281320337,0.792159769218814,0.7465819724904365
4_130_r123_r567_r567_rloop678,3,4.0,512.0,12.0,1.0,0.922,0.858,78.35867571428572,1.326171875,90.28302370721727,1.7893851757049561,4.283485031127929,2.420507907867432,2.37890625,1.353632926940918,1.153886795043945,1.125,50.72999572753906,3.9023072719573975,0.9919999837875366,0.8430770039558411,0.0900000035762786,0.8461538461538461,0.072265625,3.6923076923076925,0.3806996,0.771987061329096,0.7647069443554028,0.658694546281015
4_130_r123_r567_r567_rloop678,4,4.0,512.0,12.0,1.0,0.9200000000000002,0.8539999999999999,77.95137611832612,1.32421875,90.17905740905145,1.824241280555725,4.300078964233398,2.420664072036743,2.375,1.354882836341858,1.15380859375,1.123046875,50.87999725341797,3.913846015930176,0.9919999837875366,0.8423077464103699,0.10000000149011609,0.7692307692307693,0.072265625,3.615384615384616,0.3806996,0.7409572215548474,0.7542073454565772,0.6258702425071335
5_130_r123_r567_r567_r6loop78,1,5.0,512.0,12.0,1.0,0.924,0.858,79.97608323232323,1.322265625,90.71086262753089,1.6283634185791016,4.301058101654053,2.4139647483825684,2.373046875,1.3468358516693115,1.1442188024520874,1.115234375,50.86000061035156,3.9123077392578134,0.9930000305175779,0.8430770039558411,0.10000000149011609,0.7692307692307693,0.0703125,3.5384615384615388,0.35295653,0.7117376588910722,0.7038927964553804,0.6577539896801523
5_130_r123_r567_r567_r6loop78,2,5.0,512.0,12.0,1.0,0.9200000000000002,0.86,80.0859804040404,1.318359375,90.83534564703959,1.6195921182632447,4.3093585014343265,2.4142580032348637,2.373046875,1.3464453220367432,1.1441015005111694,1.11328125,51.209999084472656,3.9392306804656974,0.9934999346733091,0.8446155190467834,0.10000000149011609,0.8461538461538461,0.072265625,3.6923076923076925,0.35295653,0.6034874807812062,0.6897714336317671,0.6436280558532387
5_130_r123_r567_r567_r6loop78,3,5.0,512.0,12.0,1.0,0.922,0.86,79.11544467532468,1.3125,90.62755934766189,1.6403228759765625,4.324388885498047,2.4145898818969727,2.36328125,1.3470312356948853,1.144960880279541,1.107421875,50.95000076293945,3.9192309379577646,0.9934999346733091,0.8415385484695435,0.10000000149011609,0.7692307692307693,0.0703125,3.5384615384615388,0.24427862,0.42406651296520664,0.6694531560223748,0.6029285627170402
5_130_r123_r567_r567_r6loop78,4,5.0,512.0,12.0,1.0,0.9200000000000002,0.86,79.02549243145742,1.3125,90.49160482968638,1.623911237716675,4.337540626525879,2.4129297733306885,2.365234375,1.3456250429153442,1.1438477039337158,1.107421875,50.9800033569336,3.921538829803467,0.9930000305175779,0.8453847169876099,0.10000000149011609,0.8461538461538461,0.072265625,3.6923076923076925,0.24427862,0.44672384636569185,0.6608490316652439,0.5823932288434117
7_130_r123_r567_r567_rloop67loop8,1,7.0,519.0,12.0,2.0,0.922,0.8539999999999999,79.28181835497836,1.3217726396917149,90.5134193200933,1.756613850593567,4.295198631286621,2.433468103408813,2.38728323699422,1.3514258861541748,1.1577070951461792,1.1271676300578035,51.06999969482422,3.9284615516662607,0.9919999837875366,0.8430770039558411,0.0900000035762786,0.7692307692307693,0.071290944123314,3.615384615384616,0.75572133,0.7494334120310377,0.7840460288601999,0.6447572507785652
7_130_r123_r567_r567_rloop67loop8,2,7.0,519.0,12.0,2.0,0.922,0.858,78.60485621933621,1.329479768786127,90.42943907572837,1.7569846391677857,4.27835521697998,2.4344701766967773,2.3911368015414256,1.3530442714691162,1.1586320400238037,1.1329479768786128,50.96999740600586,3.920768976211548,0.9919999837875366,0.840769350528717,0.0900000035762786,0.8461538461538461,0.071290944123314,3.6923076923076925,0.75572133,0.7355214694528066,0.8093803220088159,0.6791003339364761
7_130_r123_r567_r567_rloop67loop8,3,7.0,519.0,12.0,2.0,0.9259999999999999,0.858,79.37566868686869,1.3159922928709056,90.59532297958945,1.710429048538208,4.30074405670166,2.429595232009888,2.375722543352601,1.3478611707687378,1.1544700860977173,1.1213872832369942,50.76000213623047,3.904615640640259,0.9909999966621401,0.8392308354377747,0.0900000035762786,0.8461538461538461,0.071290944123314,3.6923076923076925,0.2670044,0.7424111534984679,0.7489529495450573,0.6333805135702434
7_130_r123_r567_r567_rloop67loop8,4,7.0,519.0,12.0,2.0,0.922,0.8560000000000001,79.30355105339105,1.3275529865125242,90.53278599774235,1.7548275232315063,4.304922580718994,2.4335453510284424,2.3892100192678227,1.3510404825210571,1.1567436456680298,1.1290944123314066,50.910003662109375,3.916154146194458,0.9919999837875366,0.840769350528717,0.0900000035762786,0.7692307692307693,0.071290944123314,3.615384615384616,0.75572133,0.7245829010258066,0.7930699291674479,0.6439933186306612
8_130_r123_r567_r567_r6loop7loop8,1,8.0,519.0,12.0,2.0,0.9259999999999999,0.86,80.51301367965368,1.3121387283236994,91.07856446449077,1.5846254110336304,4.318271350860596,2.430366277694702,2.3834296724470136,1.3479576110839844,1.150866985321045,1.1098265895953756,50.94000244140625,3.918461799621582,0.9934999346733091,0.8430770039558411,0.10000000149011609,0.7692307692307693,0.071290944123314,3.615384615384616,0.61930037,0.593181543111427,0.7215971224912731,0.6301692938049253
8_130_r123_r567_r567_r6loop7loop8,2,8.0,519.0,12.0,2.0,0.922,0.858,80.30238424242425,1.3198458574181118,91.0278232751406,1.5872454643249512,4.307632923126221,2.4280734062194824,2.393063583815029,1.3460500240325928,1.149248480796814,1.117533718689788,51.040000915527344,3.9261538982391366,0.9934999346733091,0.8430770039558411,0.10000000149011609,0.7692307692307693,0.071290944123314,3.615384615384616,0.73299557,0.7606482097780936,0.7430164826240286,0.6578042032726732
8_130_r123_r567_r567_r6loop7loop8,3,8.0,519.0,12.0,2.0,0.9259999999999999,0.86,80.51828051948051,1.317919075144509,90.9377907278121,1.613292360305786,4.322580718994141,2.431483507156372,2.3892100192678227,1.3476300239562988,1.150924801826477,1.115606936416185,51.02000045776367,3.9246153831481942,0.9930000305175779,0.8446153998374939,0.10000000149011609,0.8461538461538461,0.071290944123314,3.6923076923076925,0.73299557,0.7600584868885669,0.7458431460528683,0.6286380492036993
8_130_r123_r567_r567_r6loop7loop8,4,8.0,519.0,12.0,2.0,0.9259999999999999,0.86,79.37996717171717,1.3159922928709056,90.84768879032549,1.583843731880188,4.320812702178955,2.427996158599853,2.3834296724470136,1.3472062349319458,1.1512717008590698,1.115606936416185,50.9900016784668,3.9223077297210684,0.9934999346733091,0.8446155190467834,0.10000000149011609,0.7692307692307693,0.071290944123314,3.615384615384616,0.61930037,0.7401353892652731,0.7323056830503452,0.6279125722742949
9_130_r123_r567_r567_r567_r67loop8,1,9.0,620.0,15.0,1.0,0.9200000000000002,0.8299999999999998,82.56354318181818,1.364516129032258,91.71510127577619,1.5485060930252075,4.243133449554444,2.4581613540649414,2.4370967741935483,1.3834999799728394,1.184919357299805,1.1629032258064516,50.82999801635742,3.9099998474121085,0.9859999418258669,0.8223077058792114,0.10000000149011609,0.7692307692307693,0.0580645161290322,3.5384615384615388,0.75572133,0.749797856784785,0.9464652109976763,0.8200094467713057
9_130_r123_r567_r567_r567_r67loop8,2,9.0,620.0,15.0,1.0,0.9200000000000002,0.8299999999999998,84.24315782828282,1.3709677419354838,91.94910502804544,1.5652676582336427,4.221230602264404,2.466806411743164,2.443548387096774,1.3894678354263306,1.1888387203216553,1.1661290322580644,50.83000183105469,3.9100000858306894,0.9859999418258669,0.8230769634246826,0.0900000035762786,0.7692307692307693,0.0580645161290322,3.5384615384615388,0.75572133,0.747907100482264,0.9573743971288321,0.8481015571887907
